id,name,host_id,host_name,host_since,neighbourhood,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,review_scores_value
2818,Quiet Garden View Room & Super Fast WiFi,3159,Daniel,24-09-2008,Oostelijk Havengebied - Indische Buurt,Apartment,Private room,2,1,2,59,3,44,248,1,2.1,10
3209,"Quiet apt near center, great view",3806,Maartje,24-10-2008,Westerpark,Apartment,Entire home/apt,5,2,2,160,4,47,42,1,1.03,9
20168,100%Centre-Studio 1 Private Floor/Bathroom,59484,Alex,02-12-2009,Centrum-Oost,Townhouse,Entire home/apt,2,1,1,80,1,198,233,2,2.18,9
25428,Lovely apt in City Centre (Jordaan),56142,Joan,20-11-2009,Centrum-West,Apartment,Entire home/apt,3,1,1,125,14,141,1,2,0.09,10
27886,"Romantic, stylish B&B houseboat in canal district",97647,Flip,23-03-2010,Centrum-West,Houseboat,Private room,2,1,1,150,2,199,171,1,2.03,10
28658,Cosy guest room near city centre -1,123414,Michele,12-05-2010,Bos en Lommer,Apartment,Private room,2,1,2,65,3,295,434,2,4.16,9
28871,Comfortable double room,124245,Edwin,13-05-2010,Centrum-West,Apartment,Private room,2,1,1,75,2,137,215,3,2.13,10
29051,Comfortable single room,124245,Edwin,13-05-2010,Centrum-West,Apartment,Private room,1,1,1,55,2,188,383,3,4.07,10
31080,2-story apartment + rooftop terrace,133488,Nienke,27-05-2010,Zuid,Apartment,Entire home/apt,4,3,3,219,3,336,32,1,0.36,9
41125,Amsterdam Center Entire Apartment,178515,Fatih,23-07-2010,Centrum-West,Apartment,Entire home/apt,2,1,1,180,3,11,76,1,0.78,9
42970,Comfortable room@PERFECT location + 2 bikes,187580,Micha,01-08-2010,Centrum-West,Bed and breakfast,Private room,2,1,1,159,3,89,426,2,4.24,9
43980,View into park / museum district (long/short stay),65041,Ym,22-12-2009,Zuid,Apartment,Entire home/apt,2,1,2,100,28,10,61,2,0.62,8
44129,Luxury design with canal view,187728,Tanya,01-08-2010,Centrum-West,Apartment,Entire home/apt,3,1,1,250,2,16,176,4,1.74,9
44391,"Amsterdam Centre, 3-room Apartment",194779,Jan,08-08-2010,Centrum-Oost,Apartment,Entire home/apt,4,2,3,200,3,0,31,1,0.31,9
45246,Cozy Flat in the Jordaan (center),200188,George,13-08-2010,Westerpark,Apartment,Entire home/apt,2,1,1,155,3,253,79,1,0.79,9
46386,Cozy loft in central Amsterdam,207342,Joost,20-08-2010,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,150,3,0,3,1,0.03,8
47061,Charming apartment in old centre,211696,Ivar,24-08-2010,De Baarsjes - Oud-West,Apartment,Entire home/apt,3,2,2,140,2,0,167,1,1.67,9
48076,Amsterdam Central and lot of space,219080,Franklin,31-08-2010,Centrum-West,Apartment,Entire home/apt,4,3,4,350,5,276,159,2,1.82,9
49790,Luxurous Houseboat-Great Location,227530,Klaas,07-09-2010,De Baarsjes - Oud-West,Boat,Entire home/apt,4,2,2,225,3,296,98,1,1.06,9
50515,"Family Home (No drugs, smoking or parties)",231864,Karin,12-09-2010,Bos en Lommer,Townhouse,Entire home/apt,6,3,3,120,3,79,12,1,0.21,9
50518,Perfect central Amsterdam apartment,231806,Nikki,12-09-2010,Westerpark,Apartment,Entire home/apt,2,1,1,125,1,0,91,1,1.22,9
50523,B & B de 9 Straatjes (city center),231946,Raymond,12-09-2010,Centrum-West,Bed and breakfast,Private room,2,1,2,115,2,206,213,1,2.21,10
50570,Bright Apartment - residential area,232321,Evert,12-09-2010,Bos en Lommer,Apartment,Entire home/apt,3,1,3,90,4,19,152,2,1.62,9
52490,Amsterdam Aqua,185836,VictorLuke,30-07-2010,Oostelijk Havengebied - Indische Buurt,Apartment,Private room,2,1,1,72,3,11,81,1,0.82,9
53067,Green studio at the attic of a townhouse,246493,Studio,27-09-2010,De Pijp - Rivierenbuurt,Guest suite,Private room,2,1,1,87,1,2,333,5,3.4,9
53671,Nice room near centre with en suite bath,247822,Georg,28-09-2010,Westerpark,Guest suite,Private room,2,1,1,75,3,289,261,1,2.8,9
53692,Large quiet Studio with gardenview in hip area.,246493,Studio,27-09-2010,De Pijp - Rivierenbuurt,Guest suite,Private room,4,1,3,60,3,47,219,5,2.4,9
55256,Luminous centric room,260785,Lotte,13-10-2010,Centrum-Oost,Apartment,Private room,2,1,1,86,1,129,120,1,1.26,9
55703,groundfloor apartment with patio,263214,Arjan,16-10-2010,Bos en Lommer,Apartment,Entire home/apt,4,3,3,250,3,0,3,1,0.07,9
55709,Bright Loft in Centre Amsterdam,263233,Jan-Willem,16-10-2010,Centrum-Oost,Loft,Entire home/apt,3,1,1,159,5,32,53,1,0.54,10
55807,"Greatly located, cozy atmosphere",263844,Rai & Clo,17-10-2010,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,60,2,122,150,1,1.53,9
55868,Apartment near Museumplein (centre),264178,Cornelie,17-10-2010,Zuid,Apartment,Entire home/apt,4,2,4,149,4,107,88,1,0.91,10
56879,"86 m2, city centre & lovely view",270282,Linda & Theo,25-10-2010,Centrum-West,Apartment,Entire home/apt,4,2,4,112,28,277,1,1,0.01,10
57408,Very Bright & Spacious Apt + 4 Bikes,273329,Bart,28-10-2010,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,4,2,2,100,4,5,420,2,4.29,10
57978,Still cosy X Mas availability!,276959,Elisabeth,02-11-2010,De Baarsjes - Oud-West,Apartment,Entire home/apt,3,1,3,125,3,315,145,1,1.48,9
58211,En Suite accommodation in a monumental canal house,278253,Marcel,04-11-2010,Centrum-West,Guest suite,Private room,4,2,2,225,3,212,82,2,1.05,10
62015,"Charming, beautifully & sunny place",301340,Jessica,27-11-2010,Oud-Oost,Apartment,Entire home/apt,2,1,1,109,2,30,21,1,0.22,9
62801,Very nice appartment ALL of januari,306117,Jan,01-12-2010,Bos en Lommer,Apartment,Entire home/apt,4,2,1,750,30,364,0,1,t,0
64736,Luxury Houseboat,306192,Conny,01-12-2010,De Baarsjes - Oud-West,Boat,Entire home/apt,2,1,1,145,4,0,92,1,1.43,10
64769,Unique 3 bedroom house in Centre,312863,Marijntje,08-12-2010,Centrum-Oost,Townhouse,Entire home/apt,4,3,6,450,4,72,26,1,0.28,9
65230,Juwelier,213960,Riek,26-08-2010,Centrum-West,Apartment,Entire home/apt,4,t,3,179,3,358,83,1,0.91,8
67841,Amsterdam - The Pijp Apartment 1A,335166,Dene,04-01-2011,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,100,3,29,9,2,0.14,9
68290,Rebel / Private Room,336950,Manuel,06-01-2011,Centrum-West,Serviced apartment,Private room,2,1,2,109,1,158,574,3,6.1,9
68873,Yves Klein / Private Room,336950,Manuel,06-01-2011,Centrum-West,Serviced apartment,Private room,2,1,2,109,1,163,527,3,5.56,9
69042,Cozy Studio || Located at the canal!,344312,Kjetil,12-01-2011,Centrum-West,Bed and breakfast,Private room,3,1,2,116,3,7,131,2,1.41,9
73208,Centre Museum Quarter Apt Roof Deck,381900,Vikki,08-02-2011,Zuid,Apartment,Entire home/apt,4,2,3,220,5,3,58,1,0.62,10
73917,B28 Unique Houseboat  Herengracht,387205,Edwin,11-02-2011,Centrum-West,Houseboat,Entire home/apt,2,1,2,175,3,320,82,1,1.22,9
74367,Dutch designer canal house apartment (city centre),391075,Ruben,14-02-2011,Centrum-West,Apartment,Entire home/apt,3,2,2,260,7,304,10,1,0.11,9
75382,Garden Suite Studiohttps://www.airbnb.com/manage-l,399879,Tina,19-02-2011,Oud-Oost,Apartment,Private room,3,1,1,105,3,84,178,3,1.93,9
75444,Cottage Room- Completely Private,399879,Tina,19-02-2011,Oud-Oost,Apartment,Private room,2,1,1,70,3,47,246,3,2.69,9
76668,"studio INN, bright and spacious",409579,Guido,25-02-2011,Westerpark,Bed and breakfast,Private room,4,2,2,135,2,237,39,1,1.31,10
80634,Amazing location - canalhouse room,436145,Riks,11-03-2011,Centrum-West,House,Private room,4,1,4,180,2,28,115,5,1.92,9
80635,TOP LOCATED Canalhouse B&B Jordaan,436145,Riks,11-03-2011,Centrum-West,Boutique hotel,Private room,1,1,1,115,2,29,158,5,1.68,9
82482,The Backroom - Central private appt,186729,Shawna,31-07-2010,Centrum-West,Guesthouse,Entire home/apt,4,1,2,95,1,191,695,1,7.64,9
82748,Bright apt in central Amsterdam,450453,Rudolf,19-03-2011,Centrum-West,Apartment,Entire home/apt,4,1,2,249,3,280,116,2,1.24,10
83498,Single attic room for one person only,124245,Edwin,13-05-2010,Centrum-West,Apartment,Private room,1,1,1,45,2,161,403,3,6.96,9
84057,Bed&Bike SleepOnNature - free bikes,459028,Stefania,23-03-2011,De Baarsjes - Oud-West,Bed and breakfast,Private room,2,1,1,100,3,344,68,5,0.75,9
91535,"Houseboat ""Ramona"" Amsterdam centre",494281,Michiel,08-04-2011,De Pijp - Rivierenbuurt,Boat,Entire home/apt,4,2,2,189,3,0,29,1,0.32,10
96048,De Baronie B&B in historic centre,510526,Tuhami,15-04-2011,Centrum-Oost,Bed and breakfast,Private room,2,1,2,75,1,340,120,1,2.57,8
97221,Beautiful and spacious room,195859,Gianni,09-08-2010,Slotervaart,Bed and breakfast,Private room,2,1,2,40,2,340,141,2,1.56,9
97476,"Sunny, spacious apartment near Vondelpark",485930,Rachel,05-04-2011,Zuid,Apartment,Entire home/apt,2,1,1,115,3,3,46,1,0.5,10
107195,"A'dam Centre, Bright and Comfy",249794,Marieke,30-09-2010,Centrum-Oost,Apartment,Entire home/apt,3,1,3,150,3,0,29,1,0.33,9
107972,museums and music,558976,Joke,05-05-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,2,100,3,4,74,1,0.8,10
108890,Amsterdam at its best,563208,Jorien,06-05-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,100,5,0,3,1,0.15,10
115795,Jardin Dreams | Warm | 2 Bedrooms|Renovated|,468497,Lennart,28-03-2011,De Pijp - Rivierenbuurt,Bed and breakfast,Private room,4,1,2,165,90,348,106,1,1.26,9
118097,"all private, art @ home in city center-1",538659,Wendie And Hans,27-04-2011,Centrum-West,Guest suite,Private room,2,1,1,94,4,62,309,2,3.8,9
118117,Lovely self contained studio in Oud West,596513,Nina & Benjamin,17-05-2011,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,87,3,230,490,1,5.42,9
120872,Retro Luxury Apartment,607597,Martijn,20-05-2011,Bos en Lommer,Apartment,Entire home/apt,4,1,3,99,2,64,138,2,1.55,9
125425,Bohemian apartment in nice area,623749,Elwin,25-05-2011,Oud-Oost,Other,Entire home/apt,2,1,1,100,3,0,38,1,0.43,9
130390,Large private room for rent Center / De Pijp,642044,Jessy,30-05-2011,De Pijp - Rivierenbuurt,Apartment,Private room,2,1,1,80,2,0,29,1,0.33,10
137026,Entire house with garden in De Pijp,670266,Ton & Fede,06-06-2011,De Pijp - Rivierenbuurt,Townhouse,Private room,6,3,3,259,3,123,87,1,1.03,9
141708,light modern & cosy apartment,689016,Cindy,11-06-2011,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,3,2,2,98,3,18,82,1,0.9,9
147270,Private Room in shared Yoga -Appartment,711896,La Bella,17-06-2011,Gaasperdam - Driemond,Apartment,Private room,4,1,2,35,90,125,23,3,0.64,8
148132,Bright room in lively Kinkerbuurt,715549,Remy,18-06-2011,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,52,2,0,3,1,1.91,9
150634,Lovely apartment near Vondelpark,725727,Colin Jeffrey,21-06-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,100,2,89,52,1,1.62,9
152280,100% independent studio with balcony and WiFi,732783,Max Osole,22-06-2011,Bos en Lommer,Apartment,Private room,2,1,1,89,1,3,580,1,6.41,9
156815,Welcome on our 30p ship in Amsterdam!,753530,Averechts,28-06-2011,Oud-Noord,Boat,Entire home/apt,16,10,16,695,2,108,26,1,0.31,9
162467,Modern 1bedroom app. near city cent,776296,Nicole,04-07-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,145,3,309,46,1,0.64,9
165833,Amsterdam at your feet,790547,Bart,07-07-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,2,3,74,2,0,37,1,0.72,10
168769,"SUPERLOCATED Room in  CANALHOUSE, Private bath",436145,Riks,11-03-2011,Centrum-West,Boutique hotel,Private room,2,1,1,120,2,85,204,5,2.33,9
169356,"Roofterrace 360', Zen, Canal-View,  Light,  Luxury",806976,Nick,11-07-2011,Centrum-West,Condominium,Entire home/apt,2,1,1,220,7,68,18,1,0.2,10
170223,canal view in Jordaan & 9 Streets,811403,Francine,12-07-2011,Centrum-West,Apartment,Entire home/apt,2,1,1,145,3,57,47,1,0.55,9
171054,Spacious apartment next to center,815989,Kamiel,13-07-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,3,2,3,120,6,0,102,1,1.13,10
171631,"Pleasant,cosy & crazy apartment with small balcony",818479,Keja,14-07-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,6,3,3,89,3,338,45,1,0.5,9
175989,"Large, sunny, perfect location plus awesome cat!",58458,Dre&Kareltje,29-11-2009,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,2,2,100,3,0,99,1,1.13,10
179528,Authentic Amsterdam apartment RAI,856540,Pierre,23-07-2011,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,2,3,230,29,224,27,2,0.31,9
184282,Romantic apartment in the heart of the city,883996,Sharon,28-07-2011,Centrum-Oost,Apartment,Entire home/apt,4,2,4,230,3,338,158,1,1.84,9
188347,Clean & Cozy room + Free Bikes,907405,Yahav,02-08-2011,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,50,1,19,318,2,3.58,9
189754,Metropolitan B&B centre Amsterdam,915591,Marijn,03-08-2011,Centrum-West,Bed and breakfast,Private room,4,1,4,160,2,268,130,1,1.48,9
190585,Cozy bright place with Garden !,920732,Cornelia,04-08-2011,Westerpark,Apartment,Entire home/apt,3,1,2,110,4,51,88,1,0.99,9
190943,Lovely light appartment with garden,922787,Nanna,04-08-2011,Zuid,Apartment,Entire home/apt,3,2,2,150,4,5,9,1,0.12,9
193038,17thC. studio center Amsterdam,935742,Johan,07-08-2011,Centrum-Oost,Loft,Private room,2,1,1,95,3,187,497,1,5.64,10
198307,The best spot to discover Amsterdam,967796,Marie-Katrien,14-08-2011,Centrum-West,Apartment,Entire home/apt,2,1,1,100,13,0,37,1,0.42,10
199844,ART & DESIGN APARTMENT,976652,Home,16-08-2011,Westerpark,Apartment,Entire home/apt,3,1,2,99,5,0,42,1,0.48,9
200461,Studio next 2 V´park near Leidsepl.,539840,Johanna,27-04-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,2,79,3,28,33,1,0.37,8
201322,TOP-LOCATION with PRIVATE ROOF-TERRACE,542540,Bart,28-04-2011,Centrum-West,Apartment,Entire home/apt,3,1,2,80,1,165,64,1,0.74,9
203658,Best Area - Large Luxury 3 Bdr Home,999036,Eelco,21-08-2011,Zuid,Apartment,Entire home/apt,4,3,4,284,3,0,25,1,0.3,9
204014,Well located apartment for you!,1001281,Irma,21-08-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,99,4,0,15,1,0.17,9
205759,Central yet quiet studio apartment,1011967,Tim,23-08-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,99,1,0,2,1,0.05,8
212050,Spacious home w roof garden,887591,Danielle,29-07-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,2,3,180,3,334,13,1,0.15,9
213721,Amsterdam Apartment (waterview),599238,Anouk,18-05-2011,Zuid,Apartment,Private room,2,1,1,129,3,365,39,1,0.45,9
214531,LUXURIOUS GUESTHOUSE in CITY CENTER,1107389,Henry,04-09-2011,Centrum-West,Apartment,Private room,3,1,2,114,3,163,150,1,1.74,10
217692,THE AMSTERDAM RAI EXPERIENCE / FREE PARKING / WIFI,1124563,Nicole,07-09-2011,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,3,150,3,352,14,1,0.27,10
219276,Suite in Canalhouse with Jacuzzi ,1135329,Amsterdam Boutique Apartments,09-09-2011,Centrum-West,Guest suite,Entire home/apt,2,1,1,265,2,330,1,2,0.01,8
221943,Cozy Houseboat - Central Amsterdam,1151745,Mario,13-09-2011,De Baarsjes - Oud-West,Houseboat,Entire home/apt,4,2,2,170,3,237,187,1,2.15,9
222516,Homely and tasteful apartment in Amsterdam,1155595,Alex,14-09-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,2,100,3,8,104,1,1.2,9
226121,Great apartment in top neighborhood,1178877,Eric,19-09-2011,De Baarsjes - Oud-West,Apartment,Private room,4,1,2,165,4,35,82,1,0.94,10
230710,Jordaan apt with views of canals and Westerkerk,1205924,Peter,25-09-2011,Centrum-West,Condominium,Entire home/apt,4,2,2,125,14,0,16,1,0.2,9
236180,Modern stylish apartment,1238074,Rozemarijn,02-10-2011,Centrum-West,Apartment,Entire home/apt,2,1,1,175,3,0,2,1,0.04,10
236632,Charming 1 BR apartment in museum district,77484,Annelies,04-02-2010,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,100,7,114,107,6,1.26,9
237017,Cozy & stylish near Jordan/Centre,1158389,Anke,14-09-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,80,3,0,17,1,0.23,9
239647,Central location private attic room,1232843,Harm,01-10-2011,De Baarsjes - Oud-West,House,Private room,2,1,1,86,2,6,540,2,6.21,9
245927,Sonnenberg - Canal side & view - Most central spot,1005087,Wytse,22-08-2011,Centrum-West,Apartment,Entire home/apt,4,2,4,400,2,10,56,2,0.7,9
247805,"Bellavista, central,with canal view",1298735,Carolien,16-10-2011,De Baarsjes - Oud-West,Bed and breakfast,Private room,2,1,1,119,2,250,289,1,3.36,10
250702,Charming Full Option Amsterdam Apt,1314459,David,20-10-2011,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,2,120,3,0,37,1,0.44,9
250751,Modern studio near central AMS,1314658,Mira,20-10-2011,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,70,2,0,97,1,1.13,9
251444,Luxurious apartment at the Prinsengracht,1318753,Vosse,21-10-2011,Centrum-West,Condominium,Entire home/apt,4,3,4,449,1,169,13,1,0.16,10
252725,Nice Amsterdam apt great location,1326878,Roshni,23-10-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,175,2,1,47,1,0.59,9
253650,Great room @ BEST location  + 2 bikes!,187580,Micha,01-08-2010,Centrum-West,Bed and breakfast,Private room,2,1,1,149,3,187,358,2,4.25,10
253792,Luxury City Center Canal Apartment,106225,Jeff,10-04-2010,Centrum-West,Apartment,Entire home/apt,2,1,1,193,1,0,77,1,0.91,9
254104,The Flying Pancake B&B Amsterdam,1334704,Claudia,25-10-2011,Centrum-Oost,Bed and breakfast,Private room,2,1,1,145,2,306,65,1,1.5,10
254800,Amazing apartment in city center,1337537,Diederik,26-10-2011,Centrum-West,Apartment,Entire home/apt,2,1,1,250,2,32,42,1,0.62,9
255177,"Room with sauna, patio a study and a kitchenette",1340887,Carolien & Marcel,27-10-2011,De Pijp - Rivierenbuurt,Bed and breakfast,Private room,2,1,1,115,3,99,88,1,3.23,9
255202,Amsterdam B&B Barangay,1340998,Godwin Guido Sol Dumagat,27-10-2011,Centrum-West,Bed and breakfast,Private room,2,1,1,188,3,362,2,2,0.02,10
255809,Stylish apartment with free carpark,1344947,Froukje & André,28-10-2011,De Pijp - Rivierenbuurt,Apartment,Private room,4,2,4,150,2,102,60,1,0.75,9
256340,Central Amsterdam Apt,1348274,John,29-10-2011,Centrum-Oost,Apartment,Entire home/apt,2,1,1,100,4,0,4,2,0.06,10
256670,"Caracteristic, family apartment",1350388,Stefan,30-10-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,5,4,6,168,7,14,6,1,0.09,9
258273,Great CENTRAL apartment De Pijp,1358307,Peter,01-11-2011,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,1,8000,30,364,8,1,0.1,8
260187,Lovely Bright Apartment in the East,1365416,Marike,03-11-2011,Oud-Oost,Apartment,Entire home/apt,2,1,1,99,4,0,26,1,0.32,9
261902,Stylish family home with serre and garden!,226808,Caroline,07-09-2010,Oud-Oost,Apartment,Entire home/apt,4,2,4,225,3,0,38,1,0.47,9
262209,AirbnBABY! Family holiday made easy,1375554,Claire,06-11-2011,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,2,73,2,0,14,1,0.16,9
262394,Charming Studio with Roof Terrace,1376607,Martin,06-11-2011,Zuid,Apartment,Private room,2,1,1,96,4,62,103,1,1.27,9
262562,Cozy apartment in top located canal,1294098,Fernando,15-10-2011,Centrum-West,Apartment,Entire home/apt,4,2,2,190,30,90,4,2,0.06,10
264628,Lovely Charming House in Amsterdam!,1388357,Karen,09-11-2011,Noord-Oost,Apartment,Entire home/apt,4,1,4,100,2,351,1,1,0.03,10
265349,"Private, central & luxurious apment",1391689,Fleur,10-11-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,85,3,16,20,1,0.23,10
266087,Bed&Café The place to be in AMS,1317420,Toñi,20-10-2011,Centrum-Oost,Apartment,Entire home/apt,2,1,2,125,2,293,4,1,0.05,9
271599,No.2,1421327,Holger,18-11-2011,Zuid,House,Private room,1,0,1,900,2,0,173,2,2.05,9
271787,Quiet B&B in center of Amsterdam (Jordaan),1422303,Hans Onno,19-11-2011,Centrum-West,Bed and breakfast,Private room,4,1,2,110,3,182,9,1,0.11,9
272597,"Luxury appartm, good neighbourhood",1426693,Arnoud,20-11-2011,Zuid,Apartment,Entire home/apt,2,1,1,120,4,0,6,1,0.15,9
274688,Cozy sleeping in popular Amsterdam West,1435990,Marij,23-11-2011,Bos en Lommer,Condominium,Entire home/apt,2,1,1,125,3,30,37,1,0.44,9
276275,Great loft: live the good life. Next to the RAI.,1443641,Gideon,26-11-2011,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,169,4,364,22,1,0.29,10
277011,nice apartment in centre amsterdam,1446698,Aafje,27-11-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,125,4,0,20,1,0.25,10
278823,Luxury & quiet room 1 person,615517,Barbara,23-05-2011,De Baarsjes - Oud-West,Townhouse,Private room,3,2,2,74,3,80,141,2,1.67,9
282269,Your central home in wonderful AMS!,1471195,Judith,04-12-2011,Zuid,Apartment,Entire home/apt,3,2,3,115,10,0,3,1,0.05,10
283170,5-bedrooms house; central location,1451657,Marco,28-11-2011,Zuid,Apartment,Entire home/apt,12,5,12,650,2,360,97,1,1.2,8
283621,Luxury in CITY-CENTRE!,1477248,Erik,06-12-2011,Centrum-West,Apartment,Entire home/apt,4,2,2,105,7,319,30,9,0.36,9
284319,Excellent Room 3 centre Amsterdam,1480817,Gerard,07-12-2011,Centrum-Oost,Bed and breakfast,Private room,2,1,1,115,2,331,16,2,0.19,10
286500,"Center,Canal View, Private Bathroom",1491565,David,10-12-2011,Centrum-West,Apartment,Private room,2,1,1,150,3,274,245,2,2.94,10
289071,"Romantic houseboat in Jordaan, private room.",1501819,Tanneke,13-12-2011,Centrum-West,Bed and breakfast,Private room,2,0,1,90,3,44,177,1,2.11,9
290701,"Center, Large&Sunny Room,Pvt Bathrm",1491565,David,10-12-2011,Centrum-West,Apartment,Private room,2,1,1,150,3,287,283,2,3.42,10
291637,cosy bedroom | garden | near center | breakfast,1247363,Alexa & Scott,04-10-2011,Watergraafsmeer,House,Private room,2,1,1,95,2,0,8,2,0.1,9
291752,Cozy & large bohemian style room ,1511330,Ton,16-12-2011,Oud-Oost,Apartment,Private room,2,1,1,89,2,337,187,1,2.22,9
293337,Sunny Apartment along river IJ,1493495,Tinda,11-12-2011,Oud-Noord,Apartment,Private room,2,1,1,105,4,338,23,1,0.28,9
293514,Volledig huis-apartement,1518360,Mw,19-12-2011,Oud-Noord,House,Entire home/apt,3,2,3,74,1,0,5,1,0.11,9
294226,No.1,1421327,Holger,18-11-2011,Zuid,House,Private room,1,0,1,900,2,0,166,2,2.07,10
294468,Amsterdam Center -entire apartment,1509881,Godelief,16-12-2011,Centrum-Oost,Apartment,Entire home/apt,4,1,1,175,3,0,14,1,0.35,10
296452,Ground floor Family home & garden,615517,Barbara,23-05-2011,De Baarsjes - Oud-West,Townhouse,Entire home/apt,3,2,3,164,3,85,4,2,0.06,10
297220,Lux apt +50m2 Roof Terrace @De Pijp,1532319,Anand,24-12-2011,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,117,6,0,83,1,0.98,9
300067,Nice big Room close to centre,1545992,Kaya,29-12-2011,Oud-Oost,Apartment,Private room,1,1,1,45,4,74,9,1,0.11,9
301220,Cosy apartment in charming Jordaan,1550321,Frederika,30-12-2011,Centrum-West,Apartment,Entire home/apt,4,1,2,125,3,0,83,1,0.99,9
302426,Sunny family flat in the Jordaan!,1557454,Lia & Reinier,02-01-2012,Centrum-West,Apartment,Entire home/apt,5,2,3,126,5,0,14,1,0.17,10
304189,Smack dab middle of Amsterdam,1565512,Benjamin,04-01-2012,Centrum-West,Apartment,Entire home/apt,3,1,1,155,5,106,79,1,0.95,9
305200,Split level Design Canal Apartment,1135329,Amsterdam Boutique Apartments,09-09-2011,Centrum-West,Guest suite,Entire home/apt,4,2,2,550,2,103,3,2,0.1,8
305809,Canal & Parkview Apartment,1573009,Clyde,06-01-2012,Westerpark,Apartment,Entire home/apt,4,1,4,295,1,360,121,1,1.49,9
306852,"SunShine, A Sunny Amsterdam Special",1141485,Gisèle And Simon,11-09-2011,Centrum-Oost,Apartment,Entire home/apt,4,2,2,195,3,0,11,2,0.15,9
307470,Unique waterfront canal apartment,1582009,Michiel,08-01-2012,Centrum-Oost,Apartment,Entire home/apt,3,2,2,130,21,67,6,1,0.08,9
307497,Sailing Ship Amsterdam Centre (1),1582128,Petra,08-01-2012,Westerpark,Boat,Entire home/apt,16,10,16,464,2,124,87,2,1.15,9
308028,"SunFlower, A Sunny B&B + 2 Bicycles",1141485,Gisèle And Simon,11-09-2011,Centrum-Oost,Bed and breakfast,Private room,2,1,1,90,3,71,25,2,0.44,9
309436,"Luxurious 17C Canal Villa Studio,  Free Parking",1570754,Janet,05-01-2012,Oud-Noord,Apartment,Private room,2,1,2,135,2,354,61,1,0.88,9
310722,Cozy Central Apartment Amsterdam,1598424,Valentijn,12-01-2012,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,169,2,0,28,1,0.4,10
311124,*historic centre* *bright* *canal view* *jordaan*,1600010,Anke & Robert,12-01-2012,Centrum-West,Apartment,Entire home/apt,2,0,1,200,3,362,72,1,0.9,9
311584,40 m2 Appartment near Leidseplein ,1023895,Luca And Aldo,26-08-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,100,3,0,53,1,0.64,9
311694,Excellent Room-2 Centre Amsterdam,1480817,Gerard,07-12-2011,Centrum-Oost,Bed and breakfast,Private room,2,1,1,115,2,333,9,2,0.2,9
313778,3 room apartment in popular Amsterdam Oost!,1612893,Nina,16-01-2012,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,124,1,30,48,1,0.65,9
314082,Comfy and cozy private apartment,1613692,Rosanne,16-01-2012,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,111,1,9,34,1,0.42,9
314235,Ground floor apartment with patio in De Pijp,1613017,Jasper,16-01-2012,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,200,4,0,9,1,0.11,9
