id,name,host_id,host_name,host_since,neighbourhood,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,review_scores_value
14541041,Nice double room apartment in Amsterdam West,52494584,Eibert,28-12-2015,Bos en Lommer,Apartment,Entire home/apt,4,2,2,89,2,0,11,1,0.4,9
14541228,Complete apt Westerpark,89973988,Jelte,15-08-2016,Westerpark,Apartment,Entire home/apt,2,1,1,108,2,0,5,1,0.18,10
14541464,Cozy ground floor apartment in De Pijp,4737740,Sophie,17-01-2013,De Pijp - Rivierenbuurt,Condominium,Entire home/apt,2,1,1,94,3,0,21,1,0.77,10
14541639,Design apartment in the centre in a cosy area,44489749,Sara,18-09-2015,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,1,188,3,158,26,2,0.95,9
14542822,Double bedroom in a shared apartment,47901426,Patrick,01-11-2015,Noord-Oost,Apartment,Private room,2,1,1,65,1,0,19,1,0.68,9
14543325,Loft Apartment in De Pijp,14434824,Stijn,18-04-2014,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1,2,150,2,0,23,1,0.84,9
14544313,AMSTERDAM CENTRE: NEWLY RENOVATED APT + GARDEN,88648628,Florentine,08-08-2016,Centrum-Oost,House,Entire home/apt,2,1,1,155,3,0,18,1,0.64,8
14544579,Beautiful designed apartment with vintage touch.,8142350,Marthe,13-08-2013,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,150,2,4,19,1,0.69,10
14544835,Modern & Cozy APT near CITY CENTER,65859990,Martijn,05-04-2016,Westerpark,Apartment,Entire home/apt,4,1,4,100,3,0,33,208,1.19,6
14547868,Ground floor apartment with garden,89961979,Edwin,15-08-2016,Zuid,Apartment,Entire home/apt,2,1,1,174,2,17,32,1,1.17,10
14550863,Modern Amsterdam view studio appartment,90046962,Bart,15-08-2016,Bos en Lommer,Apartment,Entire home/apt,2,0,1,100,3,0,16,1,0.6,9
14552809,Sunny + Spacious with 2 balconies! @Cool West area,4632160,Marije,08-01-2013,Bos en Lommer,Apartment,Entire home/apt,2,1,1,115,3,0,18,1,0.67,10
14553450,Spacious apartment near Centre Amsterdam,23885774,Humberto,18-11-2014,Westerpark,Apartment,Entire home/apt,4,2,2,215,3,0,4,1,0.15,10
14553702,Spacious one-bedroom apartment right by Westerpark,38953420,Nadia,19-07-2015,Westerpark,Apartment,Entire home/apt,2,1,1,90,3,0,10,1,0.52,9
14554244,Cosy private room near city center,16037551,Valentina,27-05-2014,Westerpark,Apartment,Private room,2,1,1,70,1,0,24,1,0.94,9
14555304,"Cozy, bright home in lively Amsterdam",20149410,Vincenzo,17-08-2014,Bos en Lommer,Apartment,Private room,2,1,1,70,6,0,22,1,0.8,10
14556560,Double bedroom,52317866,Jesse,26-12-2015,Centrum-West,Townhouse,Shared room,2,1,1,55,3,2,6,2,0.22,9
14559157,Bright spacious room in shared apartment,50368365,Michael,02-12-2015,Oud-Oost,Apartment,Private room,2,1,1,105,2,0,0,1,tt,0
14559218,Lovely house with garden in Amsterdam,49073536,Angelique,15-11-2015,Geuzenveld - Slotermeer,House,Entire home/apt,5,3,6,210,2,0,8,1,0.29,10
14559272,Studio Boom Amsterdam,89273051,Martin&Tina,11-08-2016,Centrum-Oost,Apartment,Entire home/apt,2,0,2,180,3,336,0,6,tt,0
14560027,Lovely decorated apartment next to RAI in South,90174143,Lucie,16-08-2016,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,137,2,0,10,1,0.36,10
14561521,Luxurious New Studio in Amsterdam,89540448,Jan Luxury Hosting,12-08-2016,Bos en Lommer,Apartment,Entire home/apt,2,1,1,150,7,0,8,1,1.09,9
14561871,"Sunny, quiet and cozy apartment in Amsterdam Oost",4473053,Jennifer,23-12-2012,Watergraafsmeer,Apartment,Entire home/apt,4,2,3,165,4,0,3,1,0.13,10
14562797,Luxurious ground floor house with a big garden!,7542798,Emeline,17-07-2013,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,135,5,13,0,1,tt,0
14563182,Cottage style monumental house & private garden!,89483757,Moura,12-08-2016,De Pijp - Rivierenbuurt,House,Entire home/apt,2,1,1,195,3,119,11,1,0.47,9
14563423,"Great bed, perfect location",3925774,Prema,20-10-2012,Oud-Oost,Apartment,Private room,2,1,1,75,2,169,108,2,3.9,9
14564097,Awesome & modern 2p apartment in the city centre!,90208327,Chrit,16-08-2016,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,0,1,165,2,112,2,1,0.07,10
14566612,Charming small room in trendy Old-West (Oud West),3019477,Martine,22-07-2012,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,69,1,0,0,2,tt,0
14566624,Amsterdam,5774667,Peter,04-04-2013,Westerpark,Apartment,Entire home/apt,2,1,1,130,3,52,17,1,0.93,9
14568123,Cheap room Amsterdam center,17885095,Malagueta,09-07-2014,Centrum-Oost,Apartment,Private room,2,1,1,89,2,165,131,3,4.71,9
14570309,"Very nice, clean and cozy apartment @Amsterdam",48082603,Carsten,03-11-2015,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,131,2,87,5,1,0.18,10
14571208,"City center of A'dam; 2 bedrooms,bathroom,terrace",90276132,Merel,16-08-2016,Westerpark,House,Shared room,4,1,2,150,1,0,0,1,tt,0
14572858,3BDRM/ Central/ Spacious/ private parking/ 110m2,1751718,Nicolette,14-02-2012,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,4,3,3,175,2,0,14,1,0.54,10
14579844,Great & cozy apartment in Amsterdam Old-West,72136164,Paul,15-05-2016,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,140,2,111,4,1,0.15,10
14580491,Stylish apartment + garden & terrace A’dam-West!,7799444,Job & Fay,29-07-2013,Bos en Lommer,Apartment,Entire home/apt,2,1,1,150,2,8,38,1,1.38,10
14581357,Fabulous APT @ AMS Zuid Area (near Vondelpark),89048200,Rick,10-08-2016,Zuid,Apartment,Entire home/apt,2,1,1,119,5,0,6,1,0.21,9
14582791,Spacious city house with lots of character,13840244,Willem,03-04-2014,De Pijp - Rivierenbuurt,Townhouse,Entire home/apt,4,2,2,230,2,0,12,1,0.45,10
14582916,"Sunny Apartment with yard, quiet en free parking",8603065,Jonas,03-09-2013,Noord-West,Apartment,Entire home/apt,4,1,2,159,2,17,20,1,0.75,9
14583283,Couples paradise! Enjoy Amsterdam,27356890,Pieter,07-02-2015,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,2,2,150,2,0,11,1,0.43,10
14584787,Nice apartment in Amsterdam Oost near park,90413512,Sam,17-08-2016,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,4,2,2,134,3,0,30,1,1.08,9
14585083,Lovely 2-bedroom apartment 15 minutes from center.,45425600,Tamara,30-09-2015,Bos en Lommer,Apartment,Entire home/apt,4,2,4,110,4,0,9,2,0.33,10
14587372,Spacious modern apartment 10 mins from city centre,37532654,Ronny And Louise,05-07-2015,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,3,2,2,195,2,0,12,1,0.44,10
14587893,Nice apartment in lively Amsterdam south,90447072,Gaby,17-08-2016,Zuid,Apartment,Entire home/apt,2,1,1,90,4,0,2,1,0.07,9
14588013,Large light apartment in Amsterdam,17320570,Suzanne,27-06-2014,Slotervaart,Apartment,Entire home/apt,4,2,2,244,2,280,12,1,0.45,9
14588392,Lovely apartment near Vondelpark and restaurants,90451142,Wendy,17-08-2016,Zuid,Apartment,Entire home/apt,4,2,2,175,2,0,1,1,0.04,0
14588627,zonnig appartement bij de Amstel,15381164,Anneke,11-05-2014,De Pijp - Rivierenbuurt,House,Private room,2,1,2,102,3,333,96,1,3.49,10
14589299,Lovely spacious apartment with terrace in East,4316232,Sara,03-12-2012,Oud-Oost,House,Entire home/apt,4,2,2,110,2,364,4,1,0.15,9
14589830,Private Room near the City Center of Amsterdam,90469104,Thomas,17-08-2016,Gaasperdam - Driemond,House,Private room,2,1,2,50,1,217,57,1,2.05,10
14590254,The Albert Room - Beautiful new loft in De Pijp,22096530,Sergio,03-10-2014,De Pijp - Rivierenbuurt,Loft,Entire home/apt,2,1,1,120,3,22,37,1,1.43,10
14591839,Cute & pleasant apartment next to centre,3196188,Caspar,08-08-2012,Westerpark,Apartment,Entire home/apt,2,1,1,130,3,0,27,1,0.97,9
14591962,Modern Spacious Apartment with free Parking,16435997,Nicky,05-06-2014,Bijlmer-Oost,Apartment,Entire home/apt,4,2,2,297,2,333,15,1,1.04,9
14598729,Modern House With Big Garden for 4 Persons!,81786297,Diar,05-07-2016,Osdorp,House,Entire home/apt,4,3,4,240,2,0,1,1,0.04,0
14600623,"Light, fully decorated & comfortable apartment!",90582651,Arthur,18-08-2016,Bos en Lommer,Apartment,Entire home/apt,2,1,1,120,2,0,26,1,0.96,10
14600927,"Charming & luxurious apartment, perfect location!",11701735,Marinke,27-01-2014,Buitenveldert - Zuidas,Apartment,Entire home/apt,3,2,3,130,2,74,4,1,0.15,10
14601245,Cosy duplex in Amsterdam West,90594255,Emmanuelle,18-08-2016,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,90,2,0,2,1,0.07,9
14602663,Private room at the eastern Islands of Amsterdam,13073031,Denis,12-03-2014,Oostelijk Havengebied - Indische Buurt,Other,Private room,2,1,1,79,2,0,65,1,2.32,9
14604039,B&B on houseboat in historical Amsterdam centre,89466350,Els,12-08-2016,Centrum-Oost,Boat,Private room,2,1,1,160,2,310,133,1,4.8,9
14606168,Hip & Light apt. in cool area close to center!,5815842,Elias,07-04-2013,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,160,3,0,13,1,0.63,10
14608838,GREAT APARTMENT IN THE CITY CENTRE OF AMSTERDAM,9052751,Gili,25-09-2013,Centrum-West,Apartment,Entire home/apt,2,1,1,125,2,2,2,1,0.07,10
14609502,Private Studio Deluxe+Private Bathroom and Toilet,90658584,Ria,18-08-2016,Noord-West,Guest suite,Private room,2,0,1,74,2,166,142,1,5.16,9
14609911,Private room in Amsterdam West,88135613,Ewa,05-08-2016,Bos en Lommer,Apartment,Private room,1,1,1,45,1,0,11,2,0.41,10
14609960,Centrally located topfloor apartement,59950562,Sander,22-02-2016,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,150,3,0,19,1,0.69,10
14610348,Spacious apartment canal view and a large balcony,48924726,Stephanie,13-11-2015,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,300,2,363,21,1,0.77,10
14610679,Spacious place in Amsterdam near to best places,45699615,Dirk,04-10-2015,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,79,5,6,8,1,0.3,9
14618209,Clean apartment in A'dam West,21930443,Maaike,29-09-2014,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,87,2,0,15,1,0.55,9
14618316,Eye-catching loft in Amsterdams historic center.,11288280,Livia,14-01-2014,Centrum-Oost,Loft,Entire home/apt,4,2,2,245,4,277,14,1,0.5,10
14618848,Art Attic Amsterdam | magnificent view,90742552,Allard,19-08-2016,Centrum-Oost,Apartment,Entire home/apt,4,1,3,195,3,0,29,1,1.04,8
14619002,Charming City Center Apartment,19482795,Alyssa,05-08-2014,Centrum-West,Apartment,Entire home/apt,4,1,2,160,2,0,55,1,2,10
14619112,Trendy & cozy apartment in West near Rembrandtpark,8041283,Vivian,09-08-2013,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,3,110,2,0,10,1,0.4,9
14620581,"Charming, Cosy, Very Accessible, Amstel River App",5288000,Christiaan,02-03-2013,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1,1,100,5,172,3,1,0.11,9
14622016,Modern & luxurious 2 bedroom in CITY CENTER,21167882,Pauline,10-09-2014,Centrum-Oost,Apartment,Entire home/apt,4,2,2,105,7,292,42,5,1.53,10
14623521,"4 Bedroom House, 15 min. from Central Station!",4140155,Lianne,13-11-2012,Noord-West,House,Entire home/apt,4,4,3,119,3,5,6,1,0.23,9
14623748,Garden house in a lovely quiet area near center,90777963,Karen,19-08-2016,Oud-Oost,House,Entire home/apt,4,1,2,119,2,0,5,1,0.18,9
14624429,Charming apartment in lively neighborhood,90782236,Roland,19-08-2016,Westerpark,Apartment,Entire home/apt,2,1,1,89,2,0,6,1,0.22,9
14632503,Mooi en gezellig appartement vlakbij Westerpark,90838986,Desta,19-08-2016,Bos en Lommer,Apartment,Entire home/apt,3,2,2,75,3,0,0,1,tt,0
14640054,Room with canal view,3886333,Sheila,16-10-2012,Oostelijk Havengebied - Indische Buurt,Apartment,Private room,2,1,1,50,3,29,69,2,2.48,9
14642584,Lovely Amsterdam Apartment,24280222,Ronald,29-11-2014,Centrum-Oost,Apartment,Entire home/apt,2,1,1,115,2,327,26,1,0.96,9
14653144,Beautiful apartment in amsterdam centrum,89816415,Fan,14-08-2016,Centrum-Oost,Apartment,Entire home/apt,2,1,1,150,1,179,1,1,0.04,10
14657493,Spacious house with garden in trendy East,4493980,Desiree,26-12-2012,Watergraafsmeer,Townhouse,Entire home/apt,4,4,6,180,5,35,13,1,0.59,9
14658280,Lovely apartment in the south of Amsterdam,5300560,Marieke,03-03-2013,Zuid,Apartment,Entire home/apt,2,1,1,100,3,0,5,1,0.32,9
14659123,Cheap Cosy Place West,91055585,Lotte,21-08-2016,Geuzenveld - Slotermeer,Apartment,Shared room,2,1,1,25,1,0,4,1,0.15,10
14660058,Beautiful monument Centre Apartment- Leidsplein,51161319,Kamal,12-12-2015,Centrum-Oost,Apartment,Entire home/apt,2,1,1,130,3,0,4,1,0.15,9
14660718,Beautiful and bright apartment in trendy Pijp area,8160729,Laura,14-08-2013,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,2,105,2,3,10,1,0.37,9
14661287,Bright place close to de Jordaan and de Hallen,35263107,Anne,08-06-2015,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,109,2,99,25,1,0.95,10
14663450,"Lovely, cozy apartment close to Vondelpark!",89081971,Paul,10-08-2016,Zuid,Apartment,Entire home/apt,2,1,1,100,2,0,0,1,tt,0
14665429,Oost Cozy room A'Dam,26204553,Amélie,16-01-2015,Oostelijk Havengebied - Indische Buurt,Apartment,Private room,2,1,1,60,2,0,30,2,1.09,10
14665451,Ship in the harbor of Amsterdam nearby the centre,91115820,Sjef,21-08-2016,Oostelijk Havengebied - Indische Buurt,Boat,Entire home/apt,5,0,5,175,2,91,54,1,1.97,9
14665642,Lovely garden view room Amsterdam,91118246,Janneke,21-08-2016,Zuid,Apartment,Private room,2,1,1,68,2,1,67,1,2.43,9
14667779,Spacious and stylish apartment in buzzing East,30268954,Max,30-03-2015,Oud-Oost,Apartment,Entire home/apt,2,1,1,150,2,0,4,1,0.15,8
14668063,Spacious waterfront villa with garden and roof top,91056980,Jeroen & Helmie,21-08-2016,IJburg - Zeeburgereiland,House,Entire home/apt,4,3,6,214,3,38,9,1,0.35,10
14674993,"Amazing & Cosy appt. in the famous ""De Pijp"" | 4P",3663776,James,24-09-2012,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,120,4,0,10,1,0.69,8
14675595,Amazing & Modern APT | CITY CENTER,1464510,Michiel And Jane,02-12-2011,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,139,2,0,1,105,0.04,6
14676095,Charming & comfortable apartment near Vondelpark,9258547,Jolien,06-10-2013,Zuid,Apartment,Entire home/apt,2,1,2,130,5,0,2,1,0.07,8
14676654,Charming monumental house from 1612 (Jordan area),91233416,Barbara,22-08-2016,Centrum-West,Apartment,Entire home/apt,2,1,1,238,2,242,11,1,0.44,9
14677564,Beautiful couple/family Loft next to city zoo.,424325,Dragan,05-03-2011,Centrum-Oost,Apartment,Entire home/apt,2,2,1,120,2,0,15,1,0.54,9
14679145,Nice apartment in Amsterdam-West,90381422,Sjoerd,17-08-2016,Bos en Lommer,Apartment,Entire home/apt,3,2,3,141,3,13,2,1,2,9
14680270,Amazing  & HIP APT near CITY CENTER,1464510,Michiel And Jane,02-12-2011,Oud-Oost,Apartment,Entire home/apt,2,1,2,119,3,0,21,105,0.78,9
14683574,120m2 Penthouse with Rooftop next to Vondelpark,14874061,Jasper,29-04-2014,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,125,2,0,15,16,0.55,9
14684840,Amsterdam centrum,6785022,Marijn,07-06-2013,Centrum-Oost,Apartment,Entire home/apt,2,1,1,195,5,69,2,1,0.31,10
14688445,Cosy house with lovely cat nearby the centre,4348939,Anne,07-12-2012,Oud-Noord,House,Entire home/apt,2,1,1,89,3,24,13,1,0.54,10
14689050,Private apartment with rooftopterras in center !,9999446,Charlotte,13-11-2013,Zuid,Apartment,Entire home/apt,2,1,1,95,1,3,19,1,0.72,10
14689234,"luxury sailing ship ""Meander""",20346940,Heine,21-08-2014,Oud-Noord,Boat,Entire home/apt,12,6,12,450,1,61,12,1,0.47,9
14690112,17 century canal view three story- house,98844,Manolis,25-03-2010,Centrum-Oost,House,Entire home/apt,4,2,2,250,6,365,2,1,0.08,10
14700225,Comfortable 2 Bedroom apt 10 min from city center,698086,Ouriel,13-06-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,2,2,150,2,0,20,1,0.73,8
14703715,Modern & Cozy APT near CITY CENTER,65859990,Martijn,05-04-2016,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1,2,88,3,0,23,208,0.84,8
14706009,Colorful light apartment with jacuzzi in centre.,91469417,Marc En Marielle,23-08-2016,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,179,1,0,44,1,1.62,9
14706627,Klassiek Appartement met Balkon.,1640702,J,23-01-2012,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,137,2,53,56,2,2.03,9
14706642,"Lovely renovated apartment, perfect for couples!",63646113,Manja,19-03-2016,Westerpark,Apartment,Entire home/apt,2,1,1,125,4,0,10,1,0.37,9
14711794,Light apartment next to Vondelpark,1486411,Kimo En Marieke,08-12-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,100,4,11,1,1,0.07,8
14711799,Relaxing room in Amsterdam,53829324,Leonardo,08-01-2016,Oud-Noord,Apartment,Private room,2,1,1,85,2,290,93,3,3.42,9
14712710,Charming & cozy apartment at great location | 2P,17359506,Lisanne,28-06-2014,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,130,2,0,11,1,0.42,9
14721350,Beautiful and bright renovated Amstel apartment,91630224,Sid,24-08-2016,Centrum-Oost,Apartment,Entire home/apt,2,1,1,125,30,89,15,1,0.55,10
14721767,"Space, Style, Authenticity & great roof terrace!",412338,Jordy,27-02-2011,Oud-Oost,Apartment,Entire home/apt,3,2,2,95,2,0,1,1,0.04,10
14722105,Le Salon in Old South museum area,6642107,Sandra,29-05-2013,Zuid,Guest suite,Private room,2,1,1,100,2,47,61,1,2.36,10
14722377,"Beautiful apartment in ""the baarsjes""!",22330410,Jos,09-10-2014,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,115,2,0,5,1,0.19,8
14723530,Cute apartment close to Foodhallen and Vondelpark,20017144,Eveline,14-08-2014,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,150,2,0,3,1,0.11,9
14725283,Houseboat Borneo 88,16046796,Niels,27-05-2014,Oostelijk Havengebied - Indische Buurt,Houseboat,Entire home/apt,4,3,4,103,3,0,8,1,0.43,9
14725867,Space & comfort close to Jordaan & Westerpark,5495353,Maaike,17-03-2013,Westerpark,Apartment,Entire home/apt,2,2,2,159,6,0,7,1,0.27,10
14726332,Spacious apartment in Amsterdam East,8683118,Ralph,07-09-2013,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,4,2,2,150,2,0,2,1,0.09,10
14728683,Te huur volledig appartement met 3 katten,10725444,Jolande,20-12-2013,Geuzenveld - Slotermeer,Apartment,Entire home/apt,2,1,1,150,4,31,1,1,0.04,0
14728813,"Luxury, spacious home in best area, Amsterdam Zuid",91703561,Martine,24-08-2016,Zuid,Apartment,Entire home/apt,4,4,6,350,2,101,8,1,0.31,9
14730231,Private simple room close to Amsterdam Center,75700099,Mirtha,04-06-2016,Oud-Oost,Apartment,Private room,1,1,1,54,1,0,4,2,0.16,9
14735133,Homely and tastefully furnished ground floor app,84406439,Jose,18-07-2016,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,2,145,2,0,4,1,0.2,10
14735167,"Spacious, clean, close to the centre & Jordaan.",91721616,Wout,24-08-2016,Bos en Lommer,Apartment,Entire home/apt,3,1,1,120,5,0,3,1,0.11,9
14742251,Amsterdam,91846933,Rachel,25-08-2016,Oud-Oost,Townhouse,Entire home/apt,2,1,1,100,1,308,4,1,0.15,9
14743145,Bright room in nice area close to city center,37129240,Michelle,30-06-2015,Watergraafsmeer,Apartment,Private room,2,1,1,67,2,0,8,2,0.29,9
14743990,Super nice apt. perfect location Amsterdam centre!,30490867,Jordy,02-04-2015,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,2,2,100,3,333,30,1,1.1,9
14744237,Luxury HouseBoat Amsterdam Center,6617640,Joris,28-05-2013,Centrum-Oost,Boat,Entire home/apt,4,2,4,330,4,104,10,3,0.7,9
14744350,Lovely 3 bedroom apartment with rooftop terrace,3647115,Zoran,23-09-2012,Watergraafsmeer,Apartment,Entire home/apt,4,3,3,175,2,37,9,1,2.18,9
14750246,Lovely spacious two floor apartment @ great area.,17237821,Gerben,25-06-2014,Oud-Oost,Apartment,Entire home/apt,4,2,2,175,2,0,13,1,0.48,9
14750912,Amazing apartment in heart of city center!,39052258,Sophie,20-07-2015,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,90,2,3,8,1,0.4,10
14752118,House with garden on edge of center,3241444,Thijs,13-08-2012,Westerpark,Apartment,Private room,4,1,2,165,3,336,15,2,0.54,9
14752184,modern apartment in popular center area,18639292,Gerard,22-07-2014,Centrum-West,Apartment,Entire home/apt,2,1,1,160,2,67,20,1,0.74,9
14752749,Spacious an bright apartment next to Vondelpark,2997620,Felix,20-07-2012,Zuid,Apartment,Entire home/apt,2,1,1,120,2,0,3,1,0.11,9
14753999,Great Luxurious Compact App w/ Balcony in Center!,91971270,Cas,26-08-2016,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,145,2,33,23,1,0.86,9
14758110,Nice apartment in quiet and green area.,80227010,Evert,27-06-2016,De Baarsjes - Oud-West,Apartment,Entire home/apt,3,2,2,100,2,0,1,1,0.04,8
14758478,Great 1 br apartment in buzzing Oosterpark area,92017793,Deirdre,26-08-2016,Oud-Oost,Apartment,Entire home/apt,2,1,1,150,2,0,3,1,0.15,9
14760407,"Nice & peaceful apt w/ garden, 20min from city ctr",92036157,Margot & Gerwin,26-08-2016,Bijlmer-Oost,Apartment,Entire home/apt,3,1,1,98,3,0,27,1,0.99,10
14760457,Unique and charming houseboat in Amsterdam,48549839,Helen,09-11-2015,Oostelijk Havengebied - Indische Buurt,Houseboat,Entire home/apt,2,1,1,150,3,14,1,1,0.04,10
14764780,Beautiful newly renovated apartment in West,26850057,Jean,28-01-2015,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,145,1,354,22,1,0.84,10
14765588,Spacious family house with free parking & 2 bikes!,78442382,Guido,18-06-2016,De Aker - Nieuw Sloten,House,Entire home/apt,4,4,4,150,4,111,22,1,0.81,9
14777913,Nice clean and spacious place with 2 bedrooms,89273294,Sj,11-08-2016,Bos en Lommer,Apartment,Entire home/apt,4,2,3,120,4,143,2,5,0.07,10
14782526,Charming apartment on top location,10765660,Eleonore,22-12-2013,Zuid,Apartment,Entire home/apt,2,1,1,160,2,25,25,1,0.92,10
14782785,newly renovated apartment with beautiful garden,2264215,Hein,01-05-2012,Bos en Lommer,Apartment,Entire home/apt,3,2,3,121,2,11,6,1,0.22,10
14783779,Beautiful apartment with garden,24867439,Gerard,15-12-2014,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,100,2,25,6,1,0.23,9
14784282,Fully equiped upper-east apartment with rooftop,10251342,Bart,25-11-2013,Watergraafsmeer,House,Entire home/apt,3,2,2,115,3,0,17,1,0.65,9
14785551,Spacious city centre apartment with sunny balcony,6271051,Marnix,07-05-2013,Oud-Oost,Apartment,Entire home/apt,2,2,2,112,2,6,29,1,1.06,10
14786257,"Entire 4 bed house + garden, close to centre",36264507,Angie,20-06-2015,De Baarsjes - Oud-West,House,Entire home/apt,4,4,4,300,2,7,13,1,0.81,10
14786431,Cool apartment with rooftop terrace,28231384,Noor,23-02-2015,Bos en Lommer,Apartment,Entire home/apt,4,2,2,85,4,0,11,1,0.4,10
14792586,"Houseboat for 4 persons, great location!",89273294,Sj,11-08-2016,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,4,1,3,149,4,70,2,5,0.07,10
14792704,Beautiful cozy apartment - rooftop terrace DEPIJP,22046957,Anouk,02-10-2014,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,150,2,0,24,1,0.9,9
14792896,2 bedroom apartment with rooftop in the Pijp area,16712440,Anna,12-06-2014,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,2,150,6,11,0,1,tt,0
14793200,Private apartment for maximum two persons,3106135,Anne,30-07-2012,Oud-Oost,Apartment,Entire home/apt,2,1,1,69,2,0,8,1,0.61,9
14793394,Light Parkview Apartment - Checkout after 24-09,10562439,David,11-12-2013,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,199,7,358,2,2,0.08,8
14794121,Beautiful apartment with canal view,92399597,Gerrit,29-08-2016,Westerpark,Apartment,Entire home/apt,4,1,2,129,2,0,35,1,1.3,10
14794153,Rooftop canal appartement + terrace,6476229,Annelot,20-05-2013,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,119,1,0,12,1,0.46,10
14795357,Duplex Apartment in West,92409194,Jos,29-08-2016,Zuid,Apartment,Entire home/apt,4,2,2,110,2,0,3,1,0.15,9
14796796,Lovely garden aprtm. next to Vondelpark and Centre,3313418,Babs,20-08-2012,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,0,1,197,2,362,55,1,2.04,8
14796864,Beautiful spacious city center canalhouse 60m2,4919250,Roos,31-01-2013,Centrum-Oost,Apartment,Private room,2,1,1,150,4,161,46,1,1.74,10
14797865,"Cozy, light and great located apartment in East",92431312,Jacobeijn,29-08-2016,Oud-Oost,Apartment,Entire home/apt,4,1,2,130,2,0,23,1,0.87,8
14798891,"Nice & Cozy City Apartment in the lively ""Pijp""",21154992,Irene,10-09-2014,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,110,2,0,3,1,0.11,9
14799702,Lovely Central APT in City Center & near Museums,91251182,Marcella,22-08-2016,Centrum-Oost,Apartment,Entire home/apt,2,1,1,169,14,57,11,1,0.4,9
14799776,Light appartment in Amsterdam,59301617,Thijs,18-02-2016,Oud-Oost,Apartment,Entire home/apt,2,1,2,130,3,0,3,1,0.2,10
14802237,Elegant Modern Apartment in Historical Centre.,3664575,Martijn,24-09-2012,Centrum-Oost,Condominium,Entire home/apt,2,1,1,250,2,57,22,1,0.82,9
14802836,"Cool design apt, 90sqm, East/City",33046574,Mat,10-05-2015,Oud-Oost,Apartment,Entire home/apt,2,1,1,170,1,175,25,1,0.92,9
14803040,Spacious apartment near the centre,89515919,Nilo,12-08-2016,Oostelijk Havengebied - Indische Buurt,Townhouse,Private room,2,1,2,85,2,153,40,2,1.46,9
14804548,Private Room in comfortable light apartment,8342293,Sietske,23-08-2013,Slotervaart,Apartment,Private room,2,1,1,115,2,0,16,2,0.6,10
